UtilizationUnitID,AverageLoad,PeakLoad,MedianLoad,RatedPVpower,AnnualConsumption,AccumualtedEnergy,UtilizationHours,InjectionHours,PowerDrawn,PowerInjected,BatterySize
198404,5.94,21.98,11.59,18,22373,15835,6835,1753,13.09,11.97,High
172204,0.25,4.99,1.12,14,4248,8505,5425,2713,8.2,8.59,Medium
136699,10.14,21.41,4.44,20,78032,45730,7087,1225,18.27,15.04,High
193119,0.17,0.88,0.06,3,701,671,4714,3784,1.64,3.02,Low
140570,0.12,1.37,0.17,6,663,191,4625,3516,1.72,4.44,Low
183944,4.73,20.51,11.04,24,82480,69030,6635,1995,37.46,12.58,High
188623,7.89,32.14,3.65,15,68643,34872,6421,1466,19.12,14.05,High
117720,0.86,7.7,0.58,9,5509,3385,6106,2597,3.45,9.5,Medium
190446,5.52,37.88,4.47,16,96859,64750,6401,1751,17.89,13.13,High
173467,0.9,4.69,0.79,13,2002,4289,5465,2380,5.98,9.23,Medium
175391,2.48,35.29,11.86,24,74142,78919,7585,1652,15.98,13.74,High
210648,2.92,31.19,4.22,19,44576,61886,6905,1586,26.22,12.97,High
185647,0.08,0.65,0.11,4,688,753,4122,3065,1.59,3.18,Low
126230,0.58,8.01,0.57,12,2571,2621,6265,2657,2.67,9.88,Medium
157293,0.1,1.35,0.27,7,668,171,4007,3951,1.76,4.5,Low
114698,9.2,22.67,7.96,23,53044,10309,7175,1581,24.11,14.57,High
159733,4.19,29.13,4.21,19,99947,63399,7243,1814,15.58,14.03,High
160328,0.72,5.72,0.42,12,5958,5895,5885,2191,3.26,8.51,Medium
204614,0.19,0.63,0.29,6,679,983,4543,3832,2.29,5.09,Low
144708,0.29,4.94,1.18,9,1496,3809,5294,2573,4.86,9.91,Medium
186213,0.09,0.54,0.25,8,638,978,4294,3607,1.55,4.14,Low
139515,0.07,0.69,0.05,8,705,967,4068,3870,1.77,4.91,Low
153043,1.73,14.02,8.35,18,34839,26311,7249,1588,9.72,14.99,High
114608,0.14,1.22,0.13,4,659,831,4887,3430,1.8,5.62,Low
192951,0.29,5.14,1.1,9,4326,6663,5491,2089,6.71,6.31,Medium
185859,0.16,1.41,0.03,3,635,393,4075,3867,2.32,4.14,Low
203780,0.05,1.96,0.05,4,621,583,4438,3589,1.99,5.83,Low
125837,0.17,1.84,0.26,7,670,600,4172,3830,1.89,4.64,Low
133937,0.06,1.6,0.06,7,657,947,4508,3360,2.15,3.71,Low
127192,0.36,8.18,0.58,9,2210,9288,5503,2823,8.23,6.68,Medium
142770,0.12,0.52,0.22,4,714,395,4750,3503,1.84,5.27,Low
201454,3.5,34.8,4.34,15,90432,29377,7537,1768,38.82,15.23,High
206107,0.65,7.59,0.61,13,3834,9849,5559,2816,4.46,8.44,Medium
137824,0.13,1.4,0.09,5,695,772,4951,3809,1.87,3.32,Low
143051,9.5,36.63,8.51,23,32524,25281,6934,1516,25.89,13.95,High
182597,10.16,12.54,9.61,25,49949,17400,6880,1015,29.16,12.07,High
211735,11.19,30.05,9.56,22,93504,10060,7096,1075,16.16,12.35,High
122765,0.06,1.02,0.05,8,720,781,4419,3862,1.83,5.78,Low
159457,3.01,34.52,9.48,23,99593,17201,6695,1760,23.39,15.13,High
209862,11.47,35.29,5.2,21,35834,76713,6920,1764,36.09,11.17,High
204638,0.05,1.6,0.12,3,637,228,4086,3846,1.63,4.36,Low
191805,0.67,4.2,1.09,14,6754,4128,5749,2550,4.05,9.62,Medium
181372,4.81,29.31,9.94,18,29640,43242,7072,1150,11.82,14.24,High
197431,0.15,0.7,0.06,8,698,831,4760,3339,1.75,4.71,Low
200248,0.17,1.52,0.15,3,661,200,4749,3115,1.76,4.95,Low
151542,0.65,7.61,0.71,11,6733,2869,6086,2942,6.08,10.47,Medium
147370,0.28,6.29,0.43,14,7815,2806,5077,2941,7.55,6.05,Medium
141950,2.68,23.59,8.32,25,90270,40413,6679,1595,25.83,13.18,High
177534,0.64,8.71,0.96,10,4014,2173,5581,2285,8.2,7.24,Medium
153127,0.13,1,0.04,8,642,718,4357,3350,2.32,4.63,Low
146282,1.42,11.43,5.38,17,26170,61013,7510,1488,18.15,14.4,High
133157,0.19,0.7,0.11,6,716,819,4076,3084,2.13,3.34,Low
140909,0.29,7.04,1.08,13,3142,4498,5181,2359,8.7,7.24,Medium
148234,7.41,29.32,7.52,17,82845,49862,7211,1446,39.75,13.59,High
208346,6.34,38.12,5.16,24,59410,23581,7296,1899,31.71,15.83,High
152588,9.52,32.94,11.37,17,69053,53282,6529,1778,11.69,13.5,High
156546,8.29,19.55,9.01,25,51973,60120,6868,1441,9.65,12.33,High
135446,0.68,4.35,0.93,9,1125,2061,6118,2198,6.72,10.15,Medium
175000,0.09,1.34,0.13,8,675,171,4275,3843,2.1,5.15,Low
184741,0.07,1.44,0.18,7,655,332,4244,3190,1.65,4.6,Low
161815,0.87,2.22,0.33,12,2014,2865,5515,2017,7.5,8.05,Medium
130634,0.67,2.44,0.76,9,5690,4370,6049,2881,6.67,7.18,Medium
133612,5.5,33.04,8.82,21,12195,46690,6427,1769,38.13,15.72,High
158609,0.13,0.92,0.29,7,716,530,4004,3076,1.88,4.67,Low
209780,8.01,14.67,6.44,25,57640,63424,6481,1836,9.54,15.77,High
141345,0.29,3.72,0.32,10,6072,4971,6162,2563,6.63,9.37,Medium
191049,0.35,7.06,0.89,13,4072,9094,5436,2845,6.2,7.31,Medium
199930,1.43,36.64,1.39,16,74854,37941,7445,1099,36.56,12.13,High
163564,0.54,3.42,0.78,11,2118,6405,5083,2569,4.04,10.42,Medium
130633,0.11,0.86,0.11,8,643,630,4622,3952,1.5,3.06,Low
127567,0.07,1.6,0.03,6,620,552,4612,3911,2.38,3.6,Low
118734,0.05,0.52,0.07,3,740,673,4855,3391,1.72,4.76,Low
155007,0.29,3.31,0.36,9,6809,7390,5466,2485,3.31,10.49,Medium
115571,4.13,20.61,4.2,18,32479,19050,6665,1288,25.73,11.18,High
192258,0.51,7.92,0.84,11,3961,5570,5361,2078,3.73,7.22,Medium
169536,6.63,15.58,8.61,24,14213,77627,7271,1529,24.43,15.55,High
141612,1.19,14.28,8.57,19,38961,64412,6543,1187,9.03,13.11,High
196042,0.58,5.31,0.69,11,5859,4714,6384,2479,8.1,8.97,Medium
136758,1.32,29.7,4.56,20,33898,54590,6901,1757,20.34,15.26,High
160256,1.88,35.63,2.93,22,34096,24459,7086,1098,14.29,14.79,High
162704,0.18,1.84,0.07,8,723,578,4494,3759,2.02,5.1,Low
122668,8.55,16.39,11.71,25,37059,38530,7170,1187,12.41,14.69,High
113087,3.98,25.14,7.37,18,17678,53210,7294,1474,21.98,11.24,High
212114,0.18,0.61,0.05,6,654,498,4023,3051,2.34,5.92,Low
134312,9.64,33.25,3.73,22,77140,72887,7128,1939,11.26,11.91,High
177477,3.96,33.93,7.9,19,44900,25947,6671,1200,11.9,15.99,High
121310,0.88,4.16,0.73,13,3122,2742,5425,2441,2.65,6.85,Medium
128107,3.85,14.25,10.85,22,92407,13489,6569,1877,33.16,12.03,High
131990,0.41,5.53,0.69,9,6410,7778,5926,2075,6.79,9.58,Medium
172649,0.48,6.64,1,9,2947,1756,5153,2616,7.74,9.65,Medium
131563,0.19,1.43,0.11,8,655,170,4500,3201,2.14,4.64,Low
136904,2,9.3,5.17,17,40747,63765,6959,1441,36.88,12.3,High
208937,0.17,1.01,0.05,8,702,760,4400,3913,1.84,5,Low
157096,6.45,10.1,7.21,20,92249,51881,7109,1971,39.37,12.76,High
194424,1.05,11.29,11.56,21,98782,24163,6877,1848,37.6,14.56,High
184423,11.73,23.94,3.83,22,19068,36945,7153,1565,15.9,14.88,High
112206,0.17,1.85,0.05,3,723,840,4881,3964,2.41,5.35,Low
132861,0.19,1.68,0.16,7,654,484,4280,3507,2.19,4.69,Low
142492,0.13,0.55,0.19,8,688,809,4162,3661,1.56,4.23,Low
205437,0.14,1.64,0.07,5,692,537,4433,3659,2.35,3.02,Low
134729,0.16,0.91,0.04,3,701,434,4923,3715,1.9,4.61,Low
111324,1.09,10.9,6.45,16,38170,27821,7548,1152,33.28,11.61,High
161661,0.49,5.9,0.78,9,2244,3184,5733,2260,3.17,10.53,Medium
112070,0.06,0.53,0.17,7,624,750,4616,3373,2.1,3.98,Low
200003,0.07,0.58,0.21,8,661,447,4121,3471,1.87,5.91,Low
148204,0.79,2.1,0.71,13,4858,6713,5131,2735,5.79,7.43,Medium
185889,0.32,5.89,0.9,9,2197,2199,5464,2148,7.52,9.47,Medium
173772,0.42,2.9,0.88,11,3720,2218,5260,2530,3.93,8.97,Medium
163643,0.16,1.02,0.1,6,727,209,4318,3334,2.13,3.08,Low
177917,0.26,4.84,0.59,10,3271,3729,5920,2718,2.57,6.7,Medium
208961,0.09,1.73,0.04,7,664,963,4487,3495,2.15,5.57,Low
209680,7.66,37.15,8.67,22,77909,52592,7086,1373,18.52,14.28,High
168501,0.24,2.57,1,9,7221,6196,5840,2189,5.31,9.58,Medium
127736,0.3,5.08,0.6,13,6475,8724,5094,2226,5.69,6.3,Medium
174767,0.08,1.59,0.03,8,658,714,4792,3012,2.43,3.93,Low
192821,10.6,38.81,1.38,23,55985,70388,7167,1668,32.95,14.51,High
202746,0.44,8.79,1.2,9,4134,4244,5221,2147,5.7,9.14,Medium
166343,5,22.6,7.81,20,75984,22667,6671,1518,27.46,15.26,High
137833,0.46,3.9,1.02,9,1705,5068,5169,2611,7.64,6.18,Medium
156633,2.04,9.75,2.83,17,78423,17179,7127,1088,33.13,15.51,High
142341,0.72,3.67,0.47,9,1338,1336,5196,2843,7.41,10.52,Medium
123370,0.17,1.77,0.21,8,701,460,4418,3759,1.64,5.63,Low
196245,0.1,1.76,0.17,7,650,818,4459,3554,2.46,5.86,Low
207988,0.66,2.17,1.19,9,4512,8406,5535,2314,3.59,8.01,Medium
155917,0.14,1.49,0.29,8,707,209,4776,3190,1.51,4.36,Low
124340,0.18,1.07,0.19,3,722,783,4031,3265,1.65,3.6,Low
194823,10.07,29.72,3.16,21,84397,57879,7355,1690,32,11.39,High
195059,0.63,7.75,0.57,13,5069,1413,6280,2738,6.07,8.65,Medium
165810,0.16,1.43,0.07,3,662,196,5000,3853,1.84,3.92,Low
178243,0.77,6.95,0.71,12,968,7279,6109,2272,5.86,6.88,Medium
200359,0.54,8.09,0.78,13,6746,6650,6050,2556,4.11,9.61,Medium
202567,0.22,6.88,0.59,12,3330,9145,5181,2466,3.66,10.65,Medium
197835,0.05,1.23,0.27,7,736,740,4627,3937,2.24,4.9,Low
159900,4.55,20.37,5.86,21,81043,28624,6438,1498,17.92,12.56,High
128418,6.78,18.77,8.4,18,50117,40115,6835,1709,23.46,15.79,High
147056,1.53,20.63,3.52,24,19024,71380,6747,1066,31.75,14.18,High
183226,10.77,19.92,5.15,21,71652,47287,7370,1503,31.1,12.78,High
184225,0.11,0.91,0.23,4,651,309,4259,3766,1.64,5.27,Low
162772,10.18,38.56,6.61,18,89038,58467,6738,1152,25.45,15.28,High
160249,0.14,1.79,0.11,3,632,343,4769,3327,1.83,3.38,Low
133040,0.66,4.66,0.75,10,6716,3083,5947,2887,5.77,6.57,Medium
159980,0.24,5.2,0.67,9,1325,4066,6196,2856,6.34,10.23,Medium
111649,0.1,1.49,0.11,8,733,387,4561,3839,1.89,5.62,Low
144477,0.19,1.28,0.21,8,722,881,4681,3088,2.16,5.35,Low
118313,10.45,10.51,6.72,15,72173,17287,7281,1403,9.98,11.53,High
148298,0.33,7.32,0.93,14,2073,9653,5061,2404,3.56,7.9,Medium
195669,0.13,0.51,0.24,7,695,541,4304,3606,1.9,5.75,Low
179764,0.05,1.97,0.04,8,682,935,4434,3427,2.29,3.45,Low
112657,1.32,10.95,10.69,22,27020,38699,6806,1231,37.18,13.05,High
147766,0.06,0.85,0.21,6,624,388,4976,3384,1.78,4.95,Low
123885,10.41,35.7,5.5,15,44159,28665,7373,1365,11.96,11.86,High
181498,0.06,1.87,0.17,3,629,537,4930,3355,1.86,4.33,Low
201218,0.77,4.52,0.46,11,3180,2859,5757,2197,8.13,8.57,Medium
187404,0.05,1.47,0.12,8,732,304,4210,3701,1.59,3.31,Low
119040,10.27,14.88,8.81,21,45263,42408,6513,1182,20.23,12.45,High
145297,0.15,1.72,0.1,4,621,446,4677,3283,1.97,3.66,Low
209798,0.44,3.69,0.98,10,5182,4743,5864,2924,3.19,6.53,Medium
154579,0.06,0.77,0.28,6,715,538,4200,3460,1.65,4.51,Low
211896,6.33,36.35,6.02,24,78473,60369,6413,1207,36.58,14.95,High
147842,0.26,4.79,0.46,13,4820,4331,5249,2727,5.74,6.39,Medium
151562,7.86,26.3,5.51,23,12577,51448,6522,1039,38.31,15.24,High
154926,0.18,1.48,0.26,7,695,229,4568,3092,1.69,5,Low
164918,0.16,1,0.28,7,735,771,4935,3925,1.71,5.68,Low
208993,0.25,2.73,0.62,14,752,3714,6114,2032,6.02,8.82,Medium
141029,9.38,36.93,8.45,16,67432,65432,6849,1823,31.37,12.24,High
126918,0.15,1.02,0.16,7,625,943,4942,3387,2.22,4.52,Low
158317,0.86,5.96,1.17,11,4048,3356,5524,2592,7.19,7.22,Medium
111717,11.01,19.96,9.08,19,50254,70506,6992,1757,10.75,11.51,High
195021,0.12,1.72,0.08,6,655,423,4868,3663,1.85,4.19,Low
212472,9.67,33.44,7.22,21,88516,20210,6946,1809,28.87,15.71,High
115887,0.17,0.57,0.23,7,639,720,4669,3503,1.78,6,Low
125868,0.69,6.59,1.06,13,2804,8501,5411,2794,3.31,6.03,Medium
126475,8.6,15.1,9.71,24,58310,68821,6462,1572,28.78,11.69,High
151408,2.91,30.22,8.03,16,19519,20561,7535,1771,28.68,11.66,High
168129,2.72,28.5,10.7,15,15190,38487,7501,1000,33.27,13.52,High
187041,0.31,8.76,0.48,11,5328,4632,5750,2140,2.81,8.9,Medium
131923,0.71,3.02,0.97,11,5048,7419,5262,2363,4.99,9.74,Medium
130825,0.79,6.53,1.11,11,5716,5487,5183,2881,2.84,9.99,Medium
148802,0.55,8.7,1.18,13,4839,6154,5026,2699,7.32,7.16,Medium
210439,0.86,3.98,0.85,12,4774,3566,5431,2651,4.12,9.73,Medium
172413,0.16,0.54,0.26,7,639,414,4257,3878,2.05,5.68,Low
164389,0.47,8.64,0.79,12,4633,3167,5098,2559,3.26,7.73,Medium
174646,8,28.38,8.38,15,99477,77905,7192,1702,28.05,15.18,High
204920,0.25,3.29,0.42,11,2935,8545,5881,2048,3.67,10.49,Medium
128607,0.49,6.3,1.16,12,6224,6435,6192,2147,6.03,8.59,Medium
205923,0.12,0.62,0.15,5,727,773,4364,3849,2.37,4.65,Low
160490,0.87,5.7,0.73,12,7679,9940,5371,2996,4.59,8.49,Medium
134525,0.07,1.03,0.23,3,739,525,4588,3898,2.2,3.27,Low
136128,0.13,1,0.29,3,659,118,4963,3429,1.99,5.02,Low
142835,0.19,0.97,0.19,4,637,210,4517,3569,2.05,4.86,Low
187295,0.17,1.53,0.15,3,716,482,4845,3448,1.87,3.68,Low
119643,10.28,30.98,5.36,21,31534,77393,6925,1452,28.28,13.28,High
190992,0.44,5.06,0.5,14,2754,4327,5504,2268,5.23,9,Medium
178852,1.03,38.32,10.12,25,85320,68579,6853,1425,27.06,13.08,High
135964,0.22,4.6,0.65,12,5187,6788,5652,2137,3.97,6.06,Medium
180594,0.07,0.83,0.12,4,721,621,4512,3507,2.17,4.11,Low
205550,0.32,5.79,0.76,13,5469,2049,6086,2351,5.85,9.32,Medium
137341,0.18,0.76,0.25,6,723,864,4767,3716,1.7,3.1,Low
208081,0.4,4.59,0.57,10,5805,6738,5727,2362,6.57,6.66,Medium
208886,0.46,6.41,1.03,13,3781,4645,5348,2375,8.35,8.85,Medium
184690,0.7,5.75,0.37,14,1788,4752,6002,2382,5.29,7.89,Medium
213984,2.89,29.17,4.23,18,49130,15448,6683,1595,37.22,12.49,High
111562,8,23,2.66,18,76308,16393,6632,1524,12.03,12.93,High
112676,4.92,18.74,4.87,16,93265,75973,6746,1789,35.04,15.35,High
173231,0.8,3.53,0.44,9,2375,3065,5449,2574,5.18,10.56,Medium
142356,0.08,0.65,0.3,8,711,361,4360,3867,2.05,3.38,Low
176147,0.85,3.14,0.49,9,1007,1355,5837,2333,4.95,10.35,Medium
147381,1.2,16.46,5.93,23,62696,48633,6856,1128,32.84,15.27,High
156883,0.13,1.28,0.2,7,648,201,4880,3697,1.98,5.97,Low
143522,0.14,1.64,0.15,7,731,714,4671,3805,1.61,4.77,Low
186639,7.62,31.63,10.95,24,23396,77680,6968,1070,22.97,13.99,High
201965,11.21,27.96,6.66,23,75297,37639,6514,1059,17,13.84,High
200918,3.8,15.98,2.51,24,57743,10951,6657,1619,32.05,13.47,High
206436,0.6,3.68,0.97,10,6309,3088,6102,2343,4.27,7.69,Medium
191305,0.6,3.23,1.09,12,6400,6706,5479,2303,4.56,10.73,Medium
139609,0.9,7.13,1.12,14,6573,6685,6125,2251,3.28,10.73,Medium
151102,0.05,0.95,0.24,7,688,672,4506,3034,2.47,4.61,Low
174256,0.13,0.83,0.18,6,708,939,4142,3085,1.95,3.36,Low
115964,0.11,1.53,0.21,4,678,834,4133,3338,2.29,4.69,Low
169790,9.48,25.06,11.45,22,94545,61006,6940,1489,17.35,12.22,High
156459,7.44,28.33,2.23,23,24403,72044,7560,1503,24.55,14.07,High
115730,0.07,1.08,0.14,8,703,816,4122,3608,2.44,5.17,Low
197342,0.25,4.73,1.03,9,4606,2360,5645,2388,6.56,6.53,Medium
141116,0.54,4.44,0.77,13,7174,9375,6239,2318,2.56,6.42,Medium
123176,0.72,6.18,1.01,14,3087,9521,6140,2531,4.12,7.99,Medium
172974,6.35,27.43,6.46,19,71769,31091,7364,1646,22.1,14.21,High
165626,0.17,1.93,0.04,3,674,559,4875,3078,2.21,4.53,Low
171614,4.98,14.64,3.97,20,63849,33605,7091,1829,37.75,14.64,High
210054,0.76,6.71,0.42,10,1222,2395,6196,2918,5.11,8.13,Medium
202155,0.16,0.64,0.16,4,740,394,4001,3683,1.51,4.56,Low
183216,1.01,29.39,3.6,20,62576,63850,6468,1333,23.6,11.55,High
185434,0.06,0.76,0.23,7,652,643,4599,3248,1.78,5.91,Low
202385,10.58,34.56,6.28,19,70415,64231,7321,1542,30.12,12.76,High
142278,0.07,0.62,0.11,7,634,258,4334,3328,1.91,5.43,Low
181719,7.37,30.69,10.99,21,65352,66621,7080,1060,25.91,13.57,High
204319,0.67,3.63,0.48,13,2156,3406,5050,2564,7.46,7.51,Medium
114814,0.55,5.6,0.95,10,4517,5905,5786,2148,6.91,6.94,Medium
111667,0.12,0.95,0.07,4,623,681,4509,3806,1.57,3.26,Low
206086,0.2,1.23,0.25,7,637,137,4771,3636,2.06,5.89,Low
190534,0.18,1.55,0.11,6,639,257,4985,3676,2.2,3.55,Low
113870,0.18,1.9,0.03,3,725,359,4960,3927,2.2,3.34,Low
122537,0.63,6.99,0.32,10,1152,7474,5350,2680,2.56,8.47,Medium
145144,0.08,1.62,0.29,8,723,170,4075,3868,2.38,3.53,Low
164577,0.51,3.39,0.88,10,3197,7608,5506,2716,8.76,8.52,Medium
213758,0.84,3.85,1.09,14,6864,3122,5508,2606,4.95,7.01,Medium
150442,0.18,1.34,0.05,7,727,516,4440,3047,2,5.6,Low
212243,6.47,21.15,9.4,24,50218,63231,6682,1791,15.26,12.73,High
208301,0.29,8.85,0.37,10,4526,8187,5168,2989,8.53,9.92,Medium
121698,0.05,1.24,0.26,8,623,756,4390,3948,1.85,3.77,Low
188220,9,31.8,4.61,23,56323,61261,7531,1510,31.27,16,High
145331,8.66,23.95,2.49,17,14058,61311,6639,1379,11.69,14.24,High
202487,0.3,8.65,0.66,12,913,8179,5537,2896,3.43,8.04,Medium
146265,0.15,1.03,0.27,8,689,164,4239,3025,1.62,5.21,Low
198214,0.19,1.35,0.24,8,688,970,4468,3696,1.79,5.52,Low
209429,0.44,3.76,1.16,10,6212,6165,6395,2115,8.27,9.79,Medium
181167,5.89,18.97,10.67,23,67068,41552,7484,1504,34.5,15.96,High
202006,0.74,3.2,0.87,10,6014,9670,5423,2709,8.86,6.77,Medium
180806,11.7,33.87,9.77,16,9387,72622,6797,1481,23.54,12.63,High
132166,0.09,0.83,0.22,3,667,642,4321,3558,1.75,3.18,Low
208108,9.96,17.86,6.62,25,71751,30312,7570,1397,27.99,15.46,High
179074,0.11,1.73,0.08,5,630,881,4290,3245,1.78,4.27,Low
135122,0.32,3.72,0.5,13,5063,5955,5776,2003,5.43,9.96,Medium
214231,0.16,1.65,0.21,8,644,277,4774,3036,1.83,3.64,Low
200726,0.85,3.77,1.1,9,4163,7719,6391,2762,5.21,7.86,Medium
210693,0.28,8.94,1.11,13,4380,8642,6260,2619,4.42,7.3,Medium
184686,6.75,34.12,4.72,21,84370,60185,6501,1975,30.67,15.87,High
189297,0.29,5.75,0.96,10,6077,8172,5841,2267,7.81,10.97,Medium
165979,0.17,1.11,0.14,5,738,635,4478,3378,2.12,4.53,Low
157481,9.89,34.11,3.76,20,81478,32418,7122,1710,21.91,12.8,High
113117,0.15,0.64,0.08,4,640,264,4062,3926,1.56,4.51,Low
198626,7.67,28.53,6.76,23,55955,30784,6875,1475,38.5,13.89,High
155542,0.05,1.65,0.24,7,723,117,4779,3879,1.66,4.01,Low
190989,0.64,8.12,0.56,14,6702,3976,5432,2834,7.97,6.09,Medium
111336,0.35,6.7,0.63,12,4118,2784,5648,2627,5.12,6.58,Medium
124356,0.16,0.7,0.12,8,676,420,4985,3511,2.15,3.07,Low
131125,0.13,1.54,0.27,4,622,540,4923,3532,2.04,3.5,Low
153545,0.14,1.35,0.22,3,669,930,4784,3461,2.25,4.31,Low
213924,0.14,1.45,0.03,8,640,420,4123,3412,1.83,4.42,Low
197196,9.75,30.7,8.18,19,54654,31084,7343,1885,19.48,12.11,High
142226,2.87,36.94,8.27,18,96162,69759,7141,1504,15.29,15.4,High
146522,0.75,5.1,0.53,11,2820,7236,6105,2659,4.5,8.59,Medium
204006,0.08,1.95,0.19,6,672,623,4023,3058,2.37,3.12,Low
202620,0.41,8.22,0.64,14,5195,9885,6019,2436,5,10.52,Medium
130935,0.43,2.13,0.76,11,1827,2861,6032,2372,5.19,9.64,Medium
119417,4.78,17.89,5.94,19,64952,21006,7007,1605,34.53,12.41,High
186951,0.09,1,0.24,7,675,158,4887,3676,2,4.5,Low
162370,2.1,10.68,10.16,25,75851,19914,6543,1018,32.6,14.58,High
173371,9.07,37.84,9.99,19,63184,78203,7264,1295,11.25,12.62,High
137026,8.56,29.17,10.7,17,29873,66026,7304,1103,27.42,14.47,High
164149,3.86,22.63,5.61,15,68917,35748,6421,1898,22.8,15.75,High
132927,0.31,2.9,1.17,13,1228,1870,5680,2788,7.5,9.96,Medium
113270,7.83,30.85,3.21,23,33720,47569,6423,1841,20.35,12.21,High
138969,2.11,10.45,11.07,23,35496,36351,7586,1340,24.17,15.76,High
139200,0.64,6.39,0.95,10,1353,3858,5810,2577,3.55,10.75,Medium
131995,0.42,3.19,0.82,12,3881,1817,5655,2130,6.16,8.53,Medium
163807,0.15,1.48,0.18,8,695,119,4727,3931,2.5,4.24,Low
147804,7.35,20.48,2.15,25,81373,76087,6733,1424,34.39,14.85,High
141623,0.08,1.32,0.03,6,692,841,4349,3947,2.26,4.54,Low
115783,0.72,7.76,0.75,11,1888,3746,5224,2224,5.39,10.7,Medium
212857,0.8,7,0.95,9,6011,2451,5074,2190,8.92,7.97,Medium
209433,0.66,7.35,1.11,9,6530,3612,5806,2250,5.31,10.94,Medium
161314,2.86,24.69,10.62,23,71710,76428,6770,1066,21.64,11.99,High
140531,3.88,17.31,10.8,16,95253,30960,6535,1473,21.24,14.46,High
183680,0.2,1.36,0.04,6,731,894,4681,3712,2.18,3.3,Low
159929,1.53,32.83,6.63,16,87245,68161,7274,1836,15.96,11.62,High
113255,0.12,1.44,0.07,8,733,247,4830,3950,2.44,5.61,Low
196949,0.18,1.03,0.15,7,703,825,4303,3751,1.6,5.69,Low
154392,9.99,19.08,10.03,21,79514,74491,6666,1479,38.37,15.47,High
183761,0.73,4.56,0.44,10,2901,8105,5527,2142,2.78,7.36,Medium
181286,8.52,28.2,8.71,17,21877,54507,7078,1766,34.36,12.1,High
115139,0.38,5.76,1.11,11,3761,2058,5291,2702,4.13,8.66,Medium
143292,6.14,10.36,3,16,42165,38461,7570,1171,29.9,12.97,High
161558,0.89,2.84,0.75,12,6040,7830,5260,2429,4.22,9.18,Medium
170203,0.06,0.57,0.24,7,739,708,4320,3117,2.3,4.45,Low
186473,0.13,0.51,0.1,8,650,582,4629,3955,2.06,5.68,Low
172591,0.45,7.39,0.44,11,5386,8951,5665,2226,7.33,7.75,Medium
179116,11.67,35.28,8.33,22,36811,24463,7501,1978,16.19,12.86,High
118540,0.19,1.57,0.09,4,658,213,4806,3716,1.82,3.86,Low
180902,0.54,3.38,0.57,10,5714,1472,5212,2621,4.53,9.19,Medium
172783,4.42,34.57,10.33,25,26909,36680,7254,1962,19.92,13.53,High
148546,6.8,12.74,2.1,15,95617,16028,7242,1146,20.9,12.72,High
124715,0.56,2.29,0.53,11,7430,7004,6124,2376,6.05,9.49,Medium
196062,1.56,18.46,11.15,18,19509,73108,6573,1450,31.73,11.3,High
207682,1.66,22.9,5.01,17,94426,16819,6664,1511,25.62,12.12,High
153391,9.01,16.25,4.05,17,61620,49706,7504,1685,12.25,13.35,High
144097,0.43,7.41,0.56,10,4438,4324,5978,2819,3.66,7.12,Medium
213518,0.13,0.75,0.27,4,629,876,4930,3124,2.08,4.97,Low
118140,11.9,34.6,8.91,25,35599,64594,7358,1844,26.23,12.28,High
156527,0.12,1.15,0.11,6,707,676,4127,3714,2.18,5.16,Low
140731,9.64,21.12,8.81,21,84475,43656,7581,1216,32.75,11.01,High
136858,3.97,18.28,9.59,19,56089,40306,7381,1578,12.78,12.93,High
200265,10.92,26.55,7.54,25,36676,37823,6805,1848,34.34,12.78,High
214700,10.97,20.87,8.58,21,20007,14073,6841,1351,37.67,15.63,High
198057,0.88,7.35,0.44,14,7243,3030,6046,2232,7.9,7.41,Medium
211260,0.1,0.52,0.26,3,656,975,4852,3609,1.51,3.71,Low
145948,0.12,0.91,0.19,4,690,522,4959,3323,2.27,4.3,Low
186582,5.76,18.42,11.4,25,37751,42452,6929,1373,29.92,15.41,High
203182,0.19,1.8,0.18,4,628,355,4758,3482,2.04,4.79,Low
154909,0.6,6.31,0.93,12,5908,2125,6352,2911,3.23,8.49,Medium
195300,8.18,19.44,11.44,21,10853,44113,7392,1303,23.41,13.63,High
171818,0.82,7.49,0.61,13,6396,4300,5220,2458,8.85,9.18,Medium
214023,8.49,14.3,2.64,23,59105,43992,7052,1777,10.5,11.72,High
194202,3.2,33.72,5.59,19,81356,59945,6558,1293,18.65,11.5,High
121397,0.58,6.99,1.11,11,989,4223,6151,2948,4.91,7.03,Medium
195385,0.88,8.7,0.78,9,1621,6784,6182,2891,2.94,6.1,Medium
153689,0.68,3.27,0.74,13,3168,1228,5148,2024,6.25,10.72,Medium
151525,0.12,1.71,0.29,6,695,931,4575,3776,1.53,5.81,Low
162851,0.19,0.92,0.21,7,646,1000,4491,3333,2.13,3.86,Low
201610,0.2,0.87,0.11,8,650,712,4990,3921,1.75,4.19,Low
156879,0.84,5.35,0.97,11,1554,9887,5673,2994,8.58,6.8,Medium
156360,0.65,6.48,1.02,14,7047,2773,5620,2391,6.39,7.95,Medium
130192,6.54,22.58,2.46,17,55429,37512,6450,1143,22.25,14.98,High
117508,0.68,3.55,0.47,11,7073,9895,5371,2124,3.01,7.47,Medium
170061,10.86,36.81,7.81,20,54339,61864,7540,1307,27.86,13.08,High
140736,0.11,1.59,0.07,5,710,269,4638,3016,2.37,3.16,Low
